new_number,news_text,category,cat-l3
NID_2023-02-23-15_11721,Prozeß gegen Frau nach Corona Tod von Nachbar an der donnerstag starten ein Prozeß gegen ein Kärntnerin wegen fahrlässig Tötung der Frau haben ihr Corona Quarantäne missachten und ihr krebskrank Nachbar angestecken der an der Infektion versterben,prozess,recht
NID_2023-02-23-15_6270,Gründungsmitglied letzt Generation Klima Kleber kleben er|es|sie in der Gerichtssaal fest in der Prozeß gegen Klima Kleber Henning Jeschke sein es zu der Eklat gekommen Foto Twitter AufstandLastGen AufstandLastGen,proteste,proteste
NID_2023-02-23-15_6270,Gründungsmitglied letzt Generation Klima Kleber kleben er|es|sie in der Gerichtssaal fest in der Prozeß gegen Klima Kleber Henning Jeschke sein es zu der Eklat gekommen Foto Twitter AufstandLastGen AufstandLastGen,demonstrationen,demonstration
NID_2023-02-23-15_6050,Gisel Bündchen Model sein auf Vogue Cover kaum wiederzuerkennen Gisel Bündchen haben er|es|sie für der italienisch Vogue ablichen lassen bei der aufwendig Make up müssen man allerdings zweimal hinsehen um sie zu erkennen,unterhaltung,unterhaltung
NID_2023-02-23-15_525,Aldi Lidl und Co geht in Deutschland Supermärkt bald der Essen aus der Brite sein wütend bei Aldi und ander Supermärkt sein der Gemüse knapp es werden sogar schon rationieren können der auch Bei wir so kommen,leben,leben
NID_2023-02-23-16_14643,Ukraine Krieg jahren er|es|sie Annalena Baerbock in der Kampf um Unterstützung ein Jahr nach der russisch Überfall auf der Ukraine drohen der Welt kriegsmüde zu werden Annalena Baerbocks Job werden dadurch noch komplizierter,politik,politik
NID_2023-02-23-16_14617,Ukraine Krieg der drei groß Irrtum über Wladimir Putins Vorgehen seit ein Jahr führen Rußland Krieg gegen der Ukraine er verlaufen nicht so wie Putin es er|es|sie vorgestellen haben aber auch in der Weste|Westen geben es Fehleinschätzung,politik,politik
NID_2023-02-23-16_6041,Giganten Duell in der Titelkampf Eider Harde wollen Verfolger HG Hamburg Barmbek abschütteln der Tabellenführer aus Hohn reist zu der arg Verfolger nach Hamburg der Wandsbeker Sporthalle können der Stätte ein groß Triumph werden wie vor 15 Jahr Coach Matthias Hinrichsen bezehen in der Interview Stellung,lokalsportmitte,sport
NID_2023-02-23-16_4998,FC Bayern parallel zu Ex Coach Kovac jetzt haben Nagelsmann ein Problem Bayern Trainer Nagelsmann sorgen mit sein Entscheidung gegen Müller für Verwunderung extern und intern es giben parallel zu Vorgänger Kovac,sport,sport
NID_2023-02-23-16_158,23 Fall Polizei fahnden nach Online Betrüger mit Bild ein Überwachungskamera suchen der Polizei dies Mann und zwei Komplizen Foto Polizei,fahndungen,kriminalitaet
NID_2023-02-23-16_15888,warum der Spitzenreiter mit breit Brust in der Spitzenspiel gegen der Preetzer TSV gehen in der Hinspiel haben sein Mannschaft 12 3 führen und dann doch nur 34 34 spielen erinnern er|es|sie der Trainer der HSG holsteinisch Schweiz Mario Acimovic der sollen in der Rückspiel gegen der Preetzer TSV an der Freitag der 24 Februar gut werden,lokalsportmitte,sport
NID_2023-02-23-16_17033,zwei Tote bei Unfall mit Rettungswage in der Burgenland an der Donnerstagnachmittag sein bei ein Verkehrsunfall mit ein Rettungswage in Horitschon Bezirk Oberpullendorf zwei Person töten werden,unfall,unfall
NID_2023-02-23-16_2012,BMW Autokonzern kaufen Riesengrundstück in Bayern Batteriefabrik geplant zweimal so groß wie der Oktoberfest BMW kaufen ein riesig Grundstück in der tief Bayern dort sollen schon bald ein Batteriefabrik für E Auto entstehen,auto,auto
NID_2023-02-23-16_1338,Bares für Rares ZDF streichen mehrere Folge aus der TV Programm in der kommend Tag müssen er|es|sie der ZDF Zuschauer an ein ander TV Programm gewöhnen denn statt Trödel zeigen der Mainzer Sender Sport,unterhaltung,unterhaltung
NID_2023-02-23-16_7347,Iranisch Sportminister mit Helikopter abstürzen in der Iran sein ein Hubschrauber bei der Landeanflug abstürzen an Bord sein auch der Sportminister der Land es geben mindestens ein Tote,sport,sport
NID_2023-02-23-16_4712,Europa League Union Berlin Ajax Amsterdam in der Livestream und TV sehen nach der Remis in der Hinspiel werden Union Berlin ein knapp Sieg gegen Ajax reichen um in der Achtelfinale der Europa League einzuziehen so können Sie|sie der Spiel live verfolgen,sport,sport
NID_2023-02-23-16_5525,für der HG OKT sein jetzt jed Spiel ein Endspiel in der erst Heimspiel der Meisterrunde empfangen der Owschlagerinnen an der Samstag 25 Februar 19 Uhr der ATSV Stockelsdorf unterdessen gehen der Planung bei OKT für der kommend Saison weiter der Trainer bleiben an Bord,lokalsportmitte,sport
NID_2023-02-23-16_14688,Ukraine Talk bei Markus Lanz der sein der Gast an der 23 Februar dreimal der Woche führen Markus Lanz durch sein gleichnamig Talkshow auch an der Donnerstagabend laufen der Sendung dies Gast sein heute an der 23 februar dabei,unterhaltung,unterhaltung
NID_2023-02-23-16_13139,Simon Thomalla Schauspielerin begeistert Fan mit alt Pool Foto Simon Thomalla schwelgen in Erinnerung der Schauspielerin teilen auf Instagram ein Foto von früher und zeigen er|es|sie dabei in der Bikini,unterhaltung,unterhaltung
NID_2023-02-23-16_12684,Schluß mit der Zaud Herr Bundeskanzler d Mehrheit d deutsch wollen ein Sieg der Ukraine inklusive Rückeroberung der Krim und der Kanzler legen er|es|sie weiter nicht fest damit müssen nun Schluß sein,politik,politik
NID_2023-02-23-16_8366,Krankmeldung haben er|es|sie verdoppelt Infektionsswelle nach Karneval nach der Karnevalstage sein der Wartezimmer viel Hausarzt in der Rheinland voll Foto Rolf Vennenbernd dpa,karneval,karneval
NID_2023-02-23-16_14675,Ukraine Krieg Wie sollen der Konflikt ausgehen der sagen der deutsch oft heißen es der deutsch sein in der Frage spalten ob der Ukraine der Krieg gewinnen sollen zumindest mit Blick auf der Krim doch der stimmen gar nicht,politik,politik
NID_2023-02-23-17_10745,NÖ Pflegeheim Prozeß Zeuginnen äußern er|es|sie in der Prozeß gegen vier ehemalig Mitarbeiter ein Pflegeheims in Sitzenberg Reidling Bezirk Tulln werden an der Donnerstag an der erst Zeuge an der Landesgericht St Pölten befragen,prozess,recht
NID_2023-02-23-17_8505,Kripo ermitteln Jasmin 21 seit 5 Tag vermissen der Polizei suchen Jasmin M 21 aus Eigeltingen Heudorf Foto Polizeipräsidium Konstanz,vermisst,kriminalitaet
NID_2023-02-23-17_4678,EU verschonen Wladimir Putins Diamant von Sanktion zu der Jahrestag der russisch Angriffskrieg werden ein zehnt Paket mit Sanktion beschließen wieder bleiben ein Luxusgut verschonen,politik,politik
NID_2023-02-23-17_7551,Josko sein und bleiben unser Spieler Leipzig Machtwort bei Gvardiol Josko Gvardiol träumen von der Premier League und liefern einmal mehr ab Foto pictuern allianc dpa,spielertransfer,sport
NID_2023-02-23-17_10692,Nick Frischke in Südafrika verschwinden Polizei Panne Visa Karte schon vor Tag gefund noch immer suchen er Einsatzkraft rund um der Karbonkelberg bei Kapstadt Foto privat,vermisst,kriminalitaet
NID_2023-02-23-17_2250,britisch Chemiekonzern bei der Explosion in Beirut haftbar erstmals nach der Explosion in der Hafen der libanesisch Hauptstadt Beirut vor zweieinhalb Jahr haben ein Gericht ein Urteil in der Fall erlassen und Schuldige benennen d High Court in London entschied dass ein Chemiekonzern Haftung für der Opfer übernehmen müssen wie Libanon Anwaltskammer an der Donnerstag mitteilen der Richter sehen es als erweisen an dass der Firma namens Savaro mit Sitz in Großbritannien groß Menge Ammoniumnitrat in der Mittelmeerland liefern haben,urteil,kriminalitaet
NID_2023-02-23-17_13287,so werden Cathy Hummels auf ein neu Partnerin von Ex Mats reagieren Sie|sie sein glücklich als Single und teilen der nicht selten mit jetzt sprechen Cathy Hummels darüber wie es für sie sein wenn ihr Ex ein neu Partnerin haben,unterhaltung,unterhaltung
NID_2023-02-23-17_11966,Rakete aus Gaza und israelisch Gegenangriff nach ein tödlich Razzia in der Westjordanland haben er|es|sie der Gewalt in Nahost erneut hochgeschaukeln Nach ein Raketenangriff aus der Gazastreifen greifen der israelisch Luftwaffe in der Nacht auf Donnerstag mehrere Ziel in der Palästinensergebiet an ein Tag zuvor sein ein israelisch Militäreinsatz in der palästinensisch Stadt Nablus eskalieren Elf Palästinenser werden töten mehr als 100 nach palästinensisch Angabe verletzen,politik,politik
NID_2023-02-23-17_1336,Bares für Rares Sven Deutschmanek in Bademantel Ungewohnte Szene rund um Bares für Rares ein Experte der Show zeigen er|es|sie lediglich in ein Bademantel doch was haben es damit auf er|es|sie,unterhaltung,unterhaltung
NID_2023-02-23-18_1840,BILDplus Inhalt Geheimtreff Dortmunder bieten Frankfurt Star 5 Jahr Vertrag einst feiern Dortmund Shinji Kagawa 33 216 Spiel für der BVB jetzt jagen Dortmund d Foto WITTERS,spielertransfer,sport
NID_2023-02-23-18_9501,Maybrit Illner in der ZDF an der 23 Februar stellen er|es|sie Kanzler Olaf Scholz ihr Frage jed Donnerstagabend laden Maybrit Illner zu der gleichnamig Talkrunde in der ZDF an der heutig 23 Februar stellen er|es|sie nur ein Gast ihr Frage,unterhaltung,unterhaltung
NID_2023-02-23-18_15250,Verdient 85 000 Euro in der Monat Elfjährig gehen in Rent während der Corona Pandemie haben ein jung Australierin ein Onlineshop gegründen nun wollen er|es|sie der Elfjährige zu der Ruhe setzen,panorama,sonstiges
NID_2023-02-23-18_7639,Kaiserslautern Frau an der Steuer erschießen Spur führen zu der Ehemann in ein verunglückt Auto haben Polizist in Kaiserslautern ein Frau mit Schusswunden entdecken in ein zweit Wagen liegen der möglich Tatwaffe,panorama,sonstiges
NID_2023-02-23-18_4993,FC Bayern BVB und Co als Tattoo wenn Fußballlieb unter der Haut gehen wahr Klublieb gehen unter der Haut bei einige Fan haben der Lieblingsverein ein dauerhaft Platz auf der Körper n online zeigen der außergewöhnlich Motiv,sport,sport
NID_2023-02-23-18_11370,Pikant Warum rennt Alison Brie nackt durchs Hotel einmal quer durchs Hotel und der splitterfasernacken,film,unterhaltung
NID_2023-02-23-18_8023,Klimaaktivist kleben er|es|sie bei Berliner Prozeß an Tisch fest in der Prozeß gegen der Klimaaktivist Henning Jeschke sein es zu der Eklat kommen der Gründungsmitglied der Gruppe letzt Generation springen an der Donnerstag mitten in der Verhandlung vor d Berliner Amtsgericht Tiergarten auf und kleben er|es|sie an der Tisch fest ich haben ich festgekleben ich müssen es tun weil wir über Klimanotstand reden müssen rufen der 23 Jährige lautstark in der Saal D107 es tun ich leid ich müssen es tun so Jeschke,prozess,recht
NID_2023-02-23-18_14628,Ukraine Krieg Experte Putins Truppe werden zu der Schlachtopfer Putins Kriegsplan in der Ukraine gehen bislang nicht auf woran er scheitern und wie der Konflikt jetzt noch lösen werden können erklären ein Militärexpert in der Video,politik,politik
NID_2023-02-23-18_7705,Kanzler Scholz SPD dies Vorwurf sein ein bissch lächerlich fast genau vor ein Jahr beginnen der russisch Überfall auf der Ukraine ähnlich lange sein Olaf Scholz Bundeskanzler Wie blicken er auf der vergangen Jahr,politik,politik
NID_2023-02-23-18_14669,Ukraine Krieg Wallace zu ukrainisch Soldat zu der Krim dort entlang Großbritannien Verteidigungsminister haben ukrainisch Soldat bei der Ausbildung besuchen ein Aussage zeihen|ziehen besonder Aufmerksamkeit aus er|es|sie,politik,politik
NID_2023-02-23-18_709,Andrea Sawatzki werden 60 so sehen sie zu Beginn ihr Karriere aus seit Jahrzehnt sein sie aus der TV Landschaft nicht mehr wegzudenken heute feiern sie ihr 60 Geburtstag erinnern Sie|sie er|es|sie noch an der Anfang von Andrea Sawatzki,unterhaltung,unterhaltung
NID_2023-02-23-19_1050,Aurora Ramazzotti zeigen XXL Babybauch da werden der Schmusesänger bestimmen stolz sein Zusamm mit Tochter Aurora stehen Eros Ramazzotti auf der Bühne der Blickfang sein jedoch ihr Babykugel,unterhaltung,unterhaltung
NID_2023-02-23-19_13383,Spanien Sergio Ramos beenden Nationalmannschaftskarrier Er sein weltweit ein der erfolgreich Nationalspieler überhaupt nun aber sein Schluß für der ehemalig Real Star ganz freiwillig sein sein Entscheidung aber nicht,sport,sport
NID_2023-02-23-19_16361,White Lotus Star Jennifer Coolidge in Wow Outfit seit ihr Auftritt in American Pie sein Schauspielerin Jennifer Coolidge Kult auch bei ein VIP Event stehlen sie jetzt wieder alle der Show,unterhaltung,unterhaltung
NID_2023-02-23-19_15664,von New York nach Leipzig So kämpfen RB Talent Clark gegen Heimweh Caden Clark sein der einzig Winterneuzugang von RB Leipzig so haben er er|es|sie einleben Foto Picture Point,spielertransfer,sport
NID_2023-02-23-19_4831,Fachtag statt Expertenkreis Faesers Nebelkerz gegen Islamismus Experte werfen Innenministerin Nancy Faeser SPD vor Islamismus nicht ernst zu nehmen Foto Kay Nietfeld dpa,migration,migration
NID_2023-02-23-20_14863,Unannehmbar Angebot Warnstreik werden ausweiten der zweit Runde der Verhandlung für der über 2 5 Million Beschäftigter in der öffentlich Dienst von Bund und Kommune sein heute in Potsdam ergebnislos zu Ende gehen teilen der vereinte Dienstleistungsgewerkschaft v di mit an der Mittag der zweit Verhandlungstag legen der Arbeitgeber ein Angebot auf der Tisch bei der von Wertschätzung für der Beschäftigter in der öffentlich Dienst 8230 der Beitrag Unannehmbares Angebot Warnstreik werden ausweiten erscheinen zuerst auf Nachricht Kaiserslautern,ver.di,wirtschaft
NID_2023-02-23-20_3304,DFB Star Jonas Hofmann Da sein der groß sportlich Misserfolg Jonas Hofmann sein Teil der DFB Team der Bei der WM in Katar in der Vorrunde ausscheiden in der t online Interview sprechen er über der Turnier und sein Klub,sport,sport
NID_2023-02-23-20_15683,vor der Ukraine Jahrestag Baerbock fordern China heraus bei ihr Auftritt vor der vereint Nation kritisieren Annalena Baerbock der chinesisch Regierung als letzt Rednerin wollen sie der Garant für ein Resolution gegen Rußland sein,politik,politik
NID_2023-02-23-20_7164,in Planica Skispringerin Katharina Althaus holt WM Gold großer Erfolg für Katharina Althaus d DSV Star sichern er|es|sie in Planica ein Goldmedaille,sport,sport
NID_2023-02-23-20_11905,R Kelly wegen Sexualstraftat zu Haftstrafe verurteilen der bereits wegen Sexualstraftat in der Gefängnis sitzend Ex Popstar R Kelly 56 sein erneut zu 20 Jahr Haft verurteilen werden ein Richter in Chicago urteilen an der Donnerstag allerdings dass Kelly sein Haftstrafe größtenteils parallel absitzen dürfen Kelly sein in der vergangen Jahr in New York unter ander wegen sexuell Missbrauch minderjährige bereits zu ein Haftstrafe von 30 Jahr verurteilen werden,prozess,recht
NID_2023-02-23-20_6852,Hollywood Mogul Harvey Weinstein zu weiteren 16 Jahr Haft verurteilen mehr als 80 Frau haben Weinstein öffentlich sexuell Übergriff vorwerfen nun werden der 70 Jährige auch in ein zweit Prozeß schuldig sprechen,panorama,sonstiges
NID_2023-02-23-20_535,Alfredo Cospito der Anarchist der Giorgia Meloni unter Druck setzen Alfredo Cospito sitzen lebenslänglich in ein italienisch Gefängnis in der Oktober treten er in der Hungerstreik der Regierungschefin Giorgia Meloni sitzen deshalb in ein Zwickmühle,politik,politik
NID_2023-02-23-20_7524,Job los Stütze bei der Amt beantragen ich sein jetzt Klima Kleber in Vollzeit ich haben ich kündigen lassen so Sachsen bekanntester Klima Kleber Christian Bläul 41 Foto Dirk Sukow,proteste,proteste
NID_2023-02-23-20_13057,Sexualverbrechen Weinstein zu weiteren 16 Jahr verurteilen der bereits in der Gefängnis sitzend ehemalig Hollywood Mogul Harvey Weinstein sein wegen Sexualverbrechen zu ein weit lang Haftstrafe verurteilen werden ein Gericht in Los Angeles legen für der 70 jährig an der Donnerstag 16 Jahr Haft fest Weinstein sitzen derzeit bereits ein Haftstrafe von 23 Jahr ab zu der er 2020 nach ein Prozeß in New York wegen Vergewaltigung und sexuell Nötigung verurteilen werden sein,prozess,recht
NID_2023-02-23-21_11019,Olaf Scholz bei Maybrit Illner Nur einmal werden der Kanzler schärf anläßlich der russisch Einmarsch in der Ukraine lassen er|es|sie Scholz von ZDF Talkerin Maybrit Illner befragen und verteidigen sein Politik ebenso wie sein Kommunikationsstil,politik,politik
NID_2023-02-23-21_3101,der Bergdoktor Wie gehen es nun weiter nach der Staffelfinale in der Finale geben es ein dramatisch Wendung Lisbeth liegen in der Krankenhaus Martin sein nicht abgereist und dann tauchen auf einmal ein Flirt in Ellmau auf Wie passieren jetzt in Staffel 17,unterhaltung,unterhaltung
NID_2023-02-23-21_4702,Europa League Leverkusen schmeißen Monaco in der Elfmeterschießen raus wie schon in der Hinspiel liefern er|es|sie beide Team ein Torspektakel der Entscheidung müssen der Elfmeterschießen bringen mit der glücklich Ende für der Bundesligisten,sport,sport
NID_2023-02-23-21_14609,Ukraine Krieg 141 Staat stimmen für neu Ukraine Resolution Tag 365 seit Kriegsbeginn Rußland reparieren der Krim Brücke früher als geplant der Zahl russisch Kriegsschiff in der Mittelmeer nehmen offenbar zu alle Infos in der Newsblog,politik,politik
NID_2023-02-23-21_1606,Bergdoktor dramatisch Wendung in der Staffelfinale auf der Gruberhof sein nichts wie es einmal sein ein nach der ander wollen der Hof verlassen doch dann kommen alle anders und der Sorge um Lisbeth sein groß,unterhaltung,unterhaltung
NID_2023-01-05-17_10037,silvester Krawalle in Berlin ein Verschärfung der Strafrecht sein kontraproduktiv warum kommen es zu Gewalt gegen Polizei und Rettungskraft Strafrechtsprofessor Singelnstein erklärn warum so viel Mensch der Staat als Feind sehen,panorama,sonstiges
NID_2023-01-05-18_1521,BILDplus Inhalt weilen Beamte vor d Tür wartet Killer springen aus Fenster laufen jetzt frei herum der Polizei warnen vor dies gefährlich Killer der Häftling entkommen in Regensburg Foto Joerg Voelkerling Polizei,fahndungen,kriminalitaet
NID_2023-01-05-19_2638,Deutschland liefern quot Marder quot Panzer und Patriot an Ukraine Deutschland liefern der Ukraine Marder Spitze|Panzer und ein Patriot Raketenabwehrsystem 160,waffen,waffen
NID_2023-01-05-21_1265,bemerkenswert NFL Profi Damar Hamlin aus Koma erwachen Football Profi Damar Hamlin sein aus der künstlich Koma erwachen und kommunizieren bereits mit sein Arzt sein erst Frage sein ein sportlich,sport,sport
NID_2023-01-05-22_9375,respektlo Benfica Coach Schmidt pesten gegen Chelsea Benfica Coach Schmidt sein sauer auf Chelsea werfen der Engländer Respektlosigkeit vor Foto RONEN ZVULUN REUTERS,spielertransfer,sport
NID_2023-01-05-22_4555,gemeinsam Erklärung Deutschland und USA liefern Panzer an Ukraine Deutschland und der USA wollen der Ukraine mit weit Waffe unterstützen beide Land haben der Lieferung von Schützenpanzern ankündigen,politik,politik
NID_2023-01-05-22_4051,First Lady Jill Biden müssen er|es|sie Gesichtsoperation unterziehen bei ein Routinekontrolle zu der Krebsvorsorge werden bei Jill Biden ein Hautauffälligkeit entdecken Nach ein Eingriff sollen weit Untersuchung folgen,unterhaltung,unterhaltung
NID_2023-01-05-22_1515,BILDplus Inhalt Topverein stehen Schlange 100 Mio Angriff auf Bundesliga Star bei der WM haben er|es|sie der Bundesliga Star in der Fokus der Top Klub spielen Foto pictuer allianc ZUMAPRESS com,spielertransfer,sport
NID_2023-01-05-22_10016,Sieg bei Chelsea Manchester City verkürzen Rückstand Manchester City haben Punkt gut machen auf Spitzenreiter FC Arsenal und der diesmal ohne ein Treffer von Super Torjäger Erling Haaland,sport,sport
NID_2023-01-05-23_8639,Pep Siegen gegen Chelsea Doppel Glück nach Doppel Schock Pep Guardiola und ManCity gewinnen nach zäh Partie 1 0 gegen Chelsea Foto Getty images,spielertransfer,sport
NID_2023-01-06-01_7407,Messi fehlen bei der Pokalspiel Weltmeister Lionel Messi sein zwar wieder in Paris werden aber heute nicht auf der Platz in der Pokalspiel gegen LB Chateauroux stehen auch zwei ander Star werden fehlen,sport,sport
NID_2023-01-06-01_12442,Welle WBT DIE Zwei PÄPSTE feiern Premiere,theater,theater
NID_2023-01-06-03_11449,UN Sicherheitsrat erörtern umstritten Tempelberg Besuch der Sicherheitsrat der vereint Nation haben er|es|sie an der Donnerstag mit der umstritten Besuch der rechtsextrem israelisch Sicherheitsminister Itamar Ben Gvir auf d Tempelberg in Jerusalem befassen Israel UN Botschafter Gilad Erdan bezeichnen es als wirklich absurd ein Sitzung wegen ein nicht Ereignis abhalten der palästinensisch UNO Gesandte Riyad Mansour werfen Israel hingegen absolut Verachtung vor,politik,politik
NID_2023-01-06-04_2645,Deutschland liefern Ukraine quieten Marder quot Panzer nach monatelang Zöger liefern Deutschland und der USA der Ukraine nun erstmals Schützenpanzer für der Kampf gegen der russisch Angreifer der deutsch Regierung stellen der Ukraine zudem ein Patriot Flugabwehrsystem zu der Verfügung der vereinbart der deutsch Kanzler Olaf Scholz und US Präsident Joe Biden an der Donnerstag in ein Telefonat wie es anschließend in ein gemeinsam Erklärung heißen,politik,politik
NID_2023-01-06-04_1134,Bauarbeit bei der Bahn sorgen für Einschränkung der Bahn modernisieren ihr Schienennetz in der Düsseldorfer Norden acht Kilometer Gleis sollen ausgetauschen werden Reisende müssen er|es|sie nun drei Woche lang auf Ausfall zusätzlich Umstiege und Wartezeit einstellen,schienenverkehr,verkehr
NID_2023-01-06-06_12413,weit kein winterlich Temperatur und Schnee in Sicht Weiterhin nicht in Sicht sein winterlich Temperatur und Schnee in der Tal,wetter,wetter
NID_2023-01-06-07_9114,Putin Getreuer irritieren mit letzt Tip für Soldat der Putin Getreu und Wagner Chef Prigoschin inszenieren er|es|sie gerne mit sein Soldat in ein neu Video irritieren er mit ein absurd Empfehlung,politik,politik
NID_2023-01-06-07_4124,Formel 1 Haas Team müssen sein Name ändern der 2016 gegründet Formel 1 Team Haas ändern sein Name Hintergrund sein ein Sponsorenwechsel,sport,sport
NID_2023-01-06-07_7210,Mard Lieferung an der Ukraine der sein der Stärke|Stärken der Schützenpanzers d Bundesregierung werden Panzer von der Typ Marder an der Ukraine liefern welch Stärke|Stärken haben der über 50 Jahr alt Gerät und wie lassen es er|es|sie in der Krieg einsetzen,politik,politik
NID_2023-01-06-07_7422,Mexiko Kampf nach Festnahme von Drogenboss Sohn nach der Festnahme ein Sohn der inhaftiert Drogenboß Joaquín El Chapo Guzmán haben er|es|sie in der Nordwesten von Mexiko mutmaßlich Bandenmitglieder und Sicherheitskraft über Stunde|Stunden hinweg Kampf liefern Kriminelle stellen in der Stadt Culiacán Bus und Lastwage auf der Straße quer und stecken der Fahrzeug in Brand wie an der Donnerstag in der Fernsehen zu sehen sein zahlreich Schuß sein zu hören,drogen,drogen
NID_2023-01-06-07_7422,Mexiko Kampf nach Festnahme von Drogenboss Sohn nach der Festnahme ein Sohn der inhaftiert Drogenboß Joaquín El Chapo Guzmán haben er|es|sie in der Nordwesten von Mexiko mutmaßlich Bandenmitglieder und Sicherheitskraft über Stunde|Stunden hinweg Kampf liefern Kriminelle stellen in der Stadt Culiacán Bus und Lastwage auf der Straße quer und stecken der Fahrzeug in Brand wie an der Donnerstag in der Fernsehen zu sehen sein zahlreich Schuß sein zu hören,festnahme,polizei
NID_2023-01-06-07_11065,Tod von Rosi Mittermaier Tochter von Ski Ikone teilen emotional Post an der Donnerstag werden bekannt dass Ski Ikone Rosi Mittermaier sterben sein nun haben er|es|sie ihr Tochter mit ein emotional Post zu Wort melden,sport,sport
NID_2023-01-06-07_11382,Ukrainekreigen in der Nachtüberblick Waffenruhe Rußlands löst Skepsis aus d Freude in Kiew sein groß Deutschland liefern Marder Spitze|Panzer und Rußland wollen ein einseitig Waffenruhe beginnen nicht nur der Ukraine zweifeln daran ein Überblick,politik,politik
NID_2023-01-06-07_12717,Wiederherstellungspunkt bei Windows 10 nutzen und Rechnerproblem beheben Sie|sie wollen der Betriebssystem ihr PC in ein früh Zustand zurückversetzen wir zeigen Sie|sie wie der gehen,digital,technik
NID_2023-01-06-07_5194,Hertha BSC Kapitän Plattenhardt verlassen Verein in der Sommer Marvin Plattenhardt sorgen zuletzt mit sein Impfstatus für Aufsehen nun müssen der Abwehrspieler ein sportlich Rückschlag hinnehmen für er geben es kein Zukunft bei Hertha BSC,sport,sport
NID_2023-01-06-08_6421,Kopfschmerzart was hinter Donnerschlagkopfschmerz oder Eispickelkopfschmerz stecken zu der häufig Kopfschmerz gehören der Spannungskopfschmerz doch kennen Sie|sie auch selten Kopfschmerzart,gesundheit,gesundheit
NID_2023-01-06-08_7013,Lotto an der Samstag 07 01 2023 22 Million Euro in der Jackpot Traum Sie|sie von der Lotto Jackpot Bei wir finden Sie|sie alle Infos der Lotterie 6aus49 aktuell Gewinnzahl und Quote von Mittwoch und Samstag,panorama,sonstiges
NID_2023-01-06-08_9002,Prozeß in Berlin Klima Kleberin leben von 800 Euro Spende|Spenden in der Monat Abitur abbrechen Vollzeit Job als Klima Kleberin Foto Florian Boillot,proteste,proteste
NID_2023-01-06-08_9002,Prozeß in Berlin Klima Kleberin leben von 800 Euro Spende|Spenden in der Monat Abitur abbrechen Vollzeit Job als Klima Kleberin Foto Florian Boillot,demonstrationen,demonstration
NID_2023-01-06-08_4774,Greta Thunberg Statue sorgen für Greenwashing Vorwurf an Klimaaktivistin an ein Universität in Großbritannien geben es Ärger wegen ein teuer Statue der Klimaaktivistin Greta Thunberg Student werfen der Hochschule Grünfärberei vor,panorama,sonstiges
NID_2023-01-06-08_12612,WhatsApp Gruppe heimlich verlassen so gehen es WhatsApp Gruppe sein praktisch können aber auch sehr anstrengend sein so verlassen Sie|sie heimlich solch Chat,digital,technik
NID_2023-01-06-08_3132,E Roller E Scoot dies Geschwindigkeit sein erlaubt elektrisch auf zwei Rad unterwegs E Scooter sein besonders in Stadt für kurz Strecke beliebt wie schnell dürfen man eigentlich fahren,auto,auto
NID_2023-01-06-08_1892,Bundeswehr Zahl der Kriegsdienstverweigerer 2022 fast verfünffachen der russisch Überfall auf der Ukraine haben viel deutsch Krieg wieder in der Bewußtsein rufen der haben auch Auswirkung auf der Bundeswehr,politik,politik
NID_2023-01-06-08_9457,Rosi Mittermaier der sein der Familie der verstorben Skirennfahrerin der früh Ausnahme Skirennfahrerin Rosi Mittermaier sein sterben Sie|sie sein fast immer von ihr Familie umgeben bis zu der Schluß,sport,sport
NID_2023-01-06-08_5816,Jeremy Renner Avengers Star melden er|es|sie nach Unfall von Intensivstation Nach ein schwer Unfall befinden er|es|sie der Avengers Star in kritisch Zustand nun melden er|es|sie Jeremy Renner mit ein Video der sein Fan aufatmen lassen,unterhaltung,unterhaltung
NID_2023-01-06-08_9539,Rußland besitzen von Bachmut der können der Grund dahinter sein russisch Truppe lassen nicht von der Stadt Bachmut ab Beobachter rätseln warum der so sein US Erkenntnis deuten nun in ein neu Richtung,politik,politik
NID_2023-01-06-08_2473,der Bergdoktor Deshalb kommen Sie|sie Freundin Livia so bekannt vor in der neu Bergdoktor Folge verlieben er|es|sie Martin Grubers Patient in ein angehend Ärztin der Gesicht von Livia sein Sie|sie vertraut,unterhaltung,unterhaltung
NID_2023-01-06-08_3127,E Bik in der Regen darauf sollen Sie|sie acht auf Ihr|ihr Fahrradtour mit der E Bike werden Sie|sie von der Regen überraschen können Sie|sie weiterfahren oder schaden der Wasser Ihrem Bike wir geben Tipp,auto,auto
NID_2023-01-06-08_12281,was vor Reifenschaden an der Auto schützen drei Alarmsignale erkennen Manch schlecht Angewohnheit führen früher oder spät zu der Reifenplatzer der können Sie|sie aber ändern und rettend Warnzeichen beachen,auto,auto
NID_2023-01-06-08_5135,heilig drei König 2023 in welch Bundesland sein eigentlich Feiertag Caspar Melchior und Balthasar viel mein der Identität der Heilige drei König zu kennen doch wer sein sie wirklich und was genau feiern der katholisch Kirche an der 6 Januar,leben,leben
NID_2023-01-06-09_5360,Hund und Pferd einfangen vermisste Reiterin nach Fahndung tot finden Tragisch Ende ein fast neunstündig Vermisst Suche in Hessen Foto dpa,fahndungen,kriminalitaet
